original_smiles,rationale_smiles,score
NS(=O)(=O)C1=CC=CC(=C1)C=2C=CC3=C(NC(=O)C4CC4)NN=C3C2,Nc1[nH]nc2cc(-c3cccc(S)c3)ccc12,0.54
NS(=O)(=O)C1=CC=CC(=C1)C=2C=CC3=C(NC(=O)C4CC4)NN=C3C2,CNc1[nH]nc2cc(-c3cccc([SH](=O)=O)c3)ccc12,0.58
NS(=O)(=O)C1=CC=CC(=C1)C=2C=CC3=C(NC(=O)C4CC4)NN=C3C2,CNc1[nH]nc2cc(-c3cccc([SH]=O)c3)ccc12,0.52
NS(=O)(=O)C1=CC=CC(=C1)C=2C=CC3=C(NC(=O)C4CC4)NN=C3C2,Nc1[nH]nc2cc(-c3cccc([SH]=O)c3)ccc12,0.5
NS(=O)(=O)C1=CC=CC(=C1)C=2C=CC3=C(NC(=O)C4CC4)NN=C3C2,CNc1[nH]nc2cc(-c3cccc(SN)c3)ccc12,0.52
NS(=O)(=O)C1=CC=CC(=C1)C=2C=CC3=C(NC(=O)C4CC4)NN=C3C2,NSc1cccc(-c2ccc3c(N)[nH]nc3c2)c1,0.56
NS(=O)(=O)C1=CC=CC(=C1)C=2C=CC3=C(NC(=O)C4CC4)NN=C3C2,CNc1[nH]nc2cc(-c3cccc(S(N)=O)c3)ccc12,0.53
NS(=O)(=O)C1=CC=CC(=C1)C=2C=CC3=C(NC(=O)C4CC4)NN=C3C2,Nc1[nH]nc2cc(-c3cccc(S(N)=O)c3)ccc12,0.52
NS(=O)(=O)C1=CC=CC(=C1)C=2C=CC3=C(NC(=O)C4CC4)NN=C3C2,Nc1[nH]nc2cc(-c3cccc(S(N)(=O)=O)c3)ccc12,0.51
NS(=O)(=O)C1=CC=CC(=C1)C=2C=CC3=C(NC(=O)C4CC4)NN=C3C2,Nc1[nH]nc2cc(-c3cccc([SH](=O)=O)c3)ccc12,0.5
C=1C=C2C(=CC1)N(CC3CCC3)C(C4=NON=C4N)=N2,CCn1c(-c2nonc2N)nc2ccccc21,0.89
C=1C=C2C(=CC1)N(CC3CCC3)C(C4=NON=C4N)=N2,Cn1c(-c2nonc2N)nc2ccccc21,0.91
N=1NC(/C(=N\NC2=CC(=CC=C2)Cl)/C1C=3C=C(C=CC3)OC)=O,O=C1NN=C(c2ccccc2)/C1=N/Nc1ccccc1,0.96
C=1C(=CC=2NN=C(C2C1)NC(=O)CCC)C3=CC=C(C=C3)OC(F)(F)F,CCC(=O)Nc1n[nH]c2cc(-c3ccccc3)ccc12,0.82
C=1C(=CC=2NN=C(C2C1)NC(=O)CCC)C3=CC=C(C=C3)OC(F)(F)F,CC(=O)Nc1n[nH]c2cc(-c3ccccc3)ccc12,0.68
C=1C(=CC=2NN=C(C2C1)NC(=O)CCC)C3=CC=C(C=C3)OC(F)(F)F,CCNc1n[nH]c2cc(-c3ccccc3)ccc12,0.59
C=1C(=CC=2NN=C(C2C1)NC(=O)CCC)C3=CC=C(C=C3)OC(F)(F)F,CNc1n[nH]c2cc(-c3ccccc3)ccc12,0.61
C=1C(=CC=2NN=C(C2C1)NC(=O)CCC)C3=CC=C(C=C3)OC(F)(F)F,Nc1n[nH]c2cc(-c3ccccc3)ccc12,0.73
C=1C(=CC=2NN=C(C2C1)NC(=O)CCC)C3=CC=C(C=C3)OC(F)(F)F,CC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3)ccc12,0.76
C=1C(=CC=2NN=C(C2C1)NC(=O)CCC)C3=CC=C(C=C3)OC(F)(F)F,O=CNc1n[nH]c2cc(-c3ccc(O)cc3)ccc12,0.7
C=1C(=CC=2NN=C(C2C1)NC(=O)CCC)C3=CC=C(C=C3)OC(F)(F)F,CNc1n[nH]c2cc(-c3ccc(O)cc3)ccc12,0.66
C=1C(=CC=2NN=C(C2C1)NC(=O)CCC)C3=CC=C(C=C3)OC(F)(F)F,Nc1n[nH]c2cc(-c3ccc(O)cc3)ccc12,0.79
C=1C(=CC=2NN=C(C2C1)NC(=O)CCC)C3=CC=C(C=C3)OC(F)(F)F,CCNc1n[nH]c2cc(-c3ccc(O)cc3)ccc12,0.63
C=1C(=CC=2NN=C(C2C1)NC(=O)CCC)C3=CC=C(C=C3)OC(F)(F)F,Oc1ccc(-c2ccc3cn[nH]c3c2)cc1,0.51
C=1C(=CC=2NN=C(C2C1)NC(=O)CCC)C3=CC=C(C=C3)OC(F)(F)F,Nc1n[nH]c2cc(-c3ccc(OC(F)F)cc3)ccc12,0.69
C=1C(=CC=2NN=C(C2C1)NC(=O)CCC)C3=CC=C(C=C3)OC(F)(F)F,Nc1n[nH]c2cc(-c3ccc(OCF)cc3)ccc12,0.65
C=1C(=CC=2NN=C(C2C1)NC(=O)CCC)C3=CC=C(C=C3)OC(F)(F)F,COc1ccc(-c2ccc3c(N)n[nH]c3c2)cc1,0.65
C=1C(=CC=2NN=C(C2C1)NC(=O)CCC)C3=CC=C(C=C3)OC(F)(F)F,CCCNc1n[nH]c2cc(-c3ccc(O)cc3)ccc12,0.63
C=1C(=CC=2NN=C(C2C1)NC(=O)CCC)C3=CC=C(C=C3)OC(F)(F)F,CCCNc1n[nH]c2cc(-c3ccccc3)ccc12,0.61
C=1C(=CC=2NN=C(C2C1)NC(=O)CCC)C3=CC=C(C=C3)OC(F)(F)F,CCNc1n[nH]c2cc(-c3ccc(OC)cc3)ccc12,0.52
C=1C(=CC=2NN=C(C2C1)NC(=O)CCC)C3=CC=C(C=C3)OC(F)(F)F,CNc1n[nH]c2cc(-c3ccc(OC)cc3)ccc12,0.53
C=1C(=CC=2NN=C(C2C1)NC(=O)CCC)C3=CC=C(C=C3)OC(F)(F)F,CCCCNc1n[nH]c2cc(-c3ccccc3)ccc12,0.6
C=1C(=CC=2NN=C(C2C1)NC(=O)CCC)C3=CC=C(C=C3)OC(F)(F)F,CNc1n[nH]c2cc(-c3ccc(OCF)cc3)ccc12,0.51
C=1C(=CC=2NN=C(C2C1)NC(=O)CCC)C3=CC=C(C=C3)OC(F)(F)F,COc1ccc(-c2ccc3c(NC=O)n[nH]c3c2)cc1,0.51
C=1C(=CC=2NN=C(C2C1)NC(=O)CCC)C3=CC=C(C=C3)OC(F)(F)F,O=CNc1n[nH]c2cc(-c3ccccc3)ccc12,0.58
C1=C(C=C2C(=C1)C(NC(CCC)=O)=NN2)C=3C=CN=CC3,CCC(=O)Nc1n[nH]c2cc(-c3ccncc3)ccc12,0.87
C1=C(C=C2C(=C1)C(NC(CCC)=O)=NN2)C=3C=CN=CC3,CC(=O)Nc1n[nH]c2cc(-c3ccncc3)ccc12,0.8
C1=C(C=C2C(=C1)C(NC(CCC)=O)=NN2)C=3C=CN=CC3,CCNc1n[nH]c2cc(-c3ccncc3)ccc12,0.75
C1=C(C=C2C(=C1)C(NC(CCC)=O)=NN2)C=3C=CN=CC3,CNc1n[nH]c2cc(-c3ccncc3)ccc12,0.73
C1=C(C=C2C(=C1)C(NC(CCC)=O)=NN2)C=3C=CN=CC3,Nc1n[nH]c2cc(-c3ccncc3)ccc12,0.87
C1=C(C=C2C(=C1)C(NC(CCC)=O)=NN2)C=3C=CN=CC3,CCCCNc1n[nH]c2cc(-c3ccncc3)ccc12,0.74
C1=C(C=C2C(=C1)C(NC(CCC)=O)=NN2)C=3C=CN=CC3,CCCNc1n[nH]c2cc(-c3ccncc3)ccc12,0.73
C1=C(C=C2C(=C1)C(NC(CCC)=O)=NN2)C=3C=CN=CC3,O=CNc1n[nH]c2cc(-c3ccncc3)ccc12,0.73
C1=CC=2C(C=C1C3=CSC=C3)=NNC2NC(=O)C4CC4,CC(=O)Nc1[nH]nc2cc(-c3ccsc3)ccc12,0.72
C1=CC=2C(C=C1C3=CSC=C3)=NNC2NC(=O)C4CC4,O=CNc1[nH]nc2cc(-c3ccsc3)ccc12,0.53
C1=CC=2C(C=C1C3=CSC=C3)=NNC2NC(=O)C4CC4,CNc1[nH]nc2cc(-c3ccsc3)ccc12,0.51
C=1C=C2C(=CC1)N(C3CCCCC3)C(C=4C(=NON4)N)=N2,Cn1c(-c2nonc2N)nc2ccccc21,0.91
N1C(=C(N=NC=2C=CN=CC2)C(=N1)O)C3=CC(=C(C=C3)OC)OC,Oc1n[nH]c(-c2ccccc2)c1N=Nc1ccncc1,0.66
N1C(CC=2C3=C(NC2C4=C1C=CC(=C4)OC)C=CC(=C3)Br)=O,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1,1.0
N1C(CC=2C3=C(NC2C4=C1C=CC(=C4)OC)C=CC(=C3)Br)=O,O=C1Cc2c([nH]c3ccccc23)-c2ccccc2N1,0.96
N1C(CC=2C3=C(NC2C4=C1C=CC(=C4)OC)C=CC(=C3)Br)=O,O=C1Cc2c([nH]c3ccccc23)-c2cc(O)ccc2N1,0.89
N1C(CC=2C3=C(NC2C4=C1C=CC(=C4)OC)C=CC(=C3)Br)=O,Brc1ccc2[nH]c3c(c2c1)CCNc1ccccc1-3,0.52
C1(=C(C(=O)NC1=O)C2=CC(N(=O)=O)=CC=C2)N3C4=C(C=CC=C4)CC3,O=C1NC(=O)C(N2C=CCC2)=C1c1ccccc1,0.69
C1(=C(C(=O)NC1=O)C2=CC(N(=O)=O)=CC=C2)N3C4=C(C=CC=C4)CC3,O=C1NC(=O)C(N2C=CCC2)=C1c1cccc([NH2+][O-])c1,0.69
C1(=C(C(=O)NC1=O)C2=CC(N(=O)=O)=CC=C2)N3C4=C(C=CC=C4)CC3,[NH3+]c1cccc(C2=C(N3C=CCC3)C(=O)NC2=O)c1,0.65
C1(=C(C(=O)NC1=O)C2=CC(N(=O)=O)=CC=C2)N3C4=C(C=CC=C4)CC3,O=[NH+]c1cccc(C2=C(N3C=CCC3)C(=O)NC2=O)c1,0.69
C1(=C(C(=O)NC1=O)C2=CC(N(=O)=O)=CC=C2)N3C4=C(C=CC=C4)CC3,NC1=C(c2cccc([NH+]=O)c2)C(=O)NC1=O,0.66
C1(=C(C(=O)NC1=O)C2=CC(N(=O)=O)=CC=C2)N3C4=C(C=CC=C4)CC3,NC1=C(c2cccc([N+](=O)[O-])c2)C(=O)NC1=O,0.67
C1(=C(C(=O)NC1=O)C2=CC(N(=O)=O)=CC=C2)N3C4=C(C=CC=C4)CC3,NC1=C(c2cccc([NH2+][O-])c2)C(=O)NC1=O,0.65
O1CCN(CCN2N=C(C3=C(C=4C=5C(N(C4)C)=CC=CC5)C(=O)NC3=O)C=6C2=NC=CC6)CC1,Cn1ccc(C2=C(c3ccn(C)n3)C(=O)NC2=O)c1,0.58
O1CCN(CCN2N=C(C3=C(C=4C=5C(N(C4)C)=CC=CC5)C(=O)NC3=O)C=6C2=NC=CC6)CC1,CCn1ccc(C2=C(c3ccn(C)c3)C(=O)NC2=O)n1,0.53
O(C=1C=C(C=NC1)C=CC2=CC=NC=C2)C3CNCC3,COc1cncc(C=Cc2ccncc2)c1,0.76
C1(=CC=C2C(=C1)C(NC(CCC)=O)=NN2)C3=CC=CC=C3,CCC(=O)Nc1n[nH]c2ccc(-c3ccccc3)cc12,0.84
C1(=CC=C2C(=C1)C(NC(CCC)=O)=NN2)C3=CC=CC=C3,CC(=O)Nc1n[nH]c2ccc(-c3ccccc3)cc12,0.77
C1(=CC=C2C(=C1)C(NC(CCC)=O)=NN2)C3=CC=CC=C3,O=CNc1n[nH]c2ccc(-c3ccccc3)cc12,0.66
C1(=CC=C2C(=C1)C(NC(CCC)=O)=NN2)C3=CC=CC=C3,CNc1n[nH]c2ccc(-c3ccccc3)cc12,0.66
C1(=CC=C2C(=C1)C(NC(CCC)=O)=NN2)C3=CC=CC=C3,Nc1n[nH]c2ccc(-c3ccccc3)cc12,0.86
C1(=CC=C2C(=C1)C(NC(CCC)=O)=NN2)C3=CC=CC=C3,CCCCNc1n[nH]c2ccc(-c3ccccc3)cc12,0.66
C1(=CC=C2C(=C1)C(NC(CCC)=O)=NN2)C3=CC=CC=C3,CCCNc1n[nH]c2ccc(-c3ccccc3)cc12,0.67
C1(=CC=C2C(=C1)C(NC(CCC)=O)=NN2)C3=CC=CC=C3,CCNc1n[nH]c2ccc(-c3ccccc3)cc12,0.65
O1C(CCC1)CNC=2N=C(NC=3C=CC(=CC3)C)C(N(=O)=O)=C(N2)N,CCNc1nc(N)c([N+](=O)[O-])c(Nc2ccccc2)n1,0.84
O1C(CCC1)CNC=2N=C(NC=3C=CC(=CC3)C)C(N(=O)=O)=C(N2)N,CNc1nc(N)c([N+](=O)[O-])c(Nc2ccccc2)n1,0.73
O1C(CCC1)CNC=2N=C(NC=3C=CC(=CC3)C)C(N(=O)=O)=C(N2)N,CNc1ncc([N+](=O)[O-])c(Nc2ccccc2)n1,0.53
O1C(CCC1)CNC=2N=C(NC=3C=CC(=CC3)C)C(N(=O)=O)=C(N2)N,CNc1ncc([NH3+])c(Nc2ccccc2)n1,0.51
O1C(CCC1)CNC=2N=C(NC=3C=CC(=CC3)C)C(N(=O)=O)=C(N2)N,CNc1nc(N)c([N+](=O)[O-])c(Nc2ccc(C)cc2)n1,0.65
O1C(CCC1)CNC=2N=C(NC=3C=CC(=CC3)C)C(N(=O)=O)=C(N2)N,CCNc1ncc([N+](=O)[O-])c(Nc2ccccc2)n1,0.54
ClC1=NC(NCCO)=CC(C=2C=3C(NC2)=NC=CC3)=C1,CCNc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1,0.98
ClC1=NC(NCCO)=CC(C=2C=3C(NC2)=NC=CC3)=C1,CNc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1,0.99
ClC1=NC(NCCO)=CC(C=2C=3C(NC2)=NC=CC3)=C1,Nc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1,0.96
ClC1=NC(NCCO)=CC(C=2C=3C(NC2)=NC=CC3)=C1,Clc1cc(-c2c[nH]c3ncccc23)ccn1,0.92
ClC1=NC(NCCO)=CC(C=2C=3C(NC2)=NC=CC3)=C1,OCCNc1cc(-c2c[nH]c3ncccc23)ccn1,0.88
ClC1=NC(NCCO)=CC(C=2C=3C(NC2)=NC=CC3)=C1,CCNc1cc(-c2c[nH]c3ncccc23)ccn1,0.89
ClC1=NC(NCCO)=CC(C=2C=3C(NC2)=NC=CC3)=C1,CNc1cc(-c2c[nH]c3ncccc23)ccn1,0.86
ClC1=NC(NCCO)=CC(C=2C=3C(NC2)=NC=CC3)=C1,Nc1cc(-c2c[nH]c3ncccc23)ccn1,0.87
FC1=CC=2C(=CN(C2C=C1)CCCNC)C3=C(C=4C=5C(OC4)=CC=CC5)C(=O)NC3=O,CCn1ccc(C2=C(c3ccoc3)C(=O)NC2=O)c1,0.57
FC1=CC=2C(=CN(C2C=C1)CCCNC)C3=C(C=4C=5C(OC4)=CC=CC5)C(=O)NC3=O,Cn1ccc(C2=C(c3ccoc3)C(=O)NC2=O)c1,0.6
FC1=CC=2C(=CN(C2C=C1)CCCNC)C3=C(C=4C=5C(OC4)=CC=CC5)C(=O)NC3=O,CCCn1ccc(C2=C(c3ccoc3)C(=O)NC2=O)c1,0.57
ClC=1N=C(N=C(C=2C=3C(NC2)=NC=CC3)C1)NC4CCC(NC(=O)CNC)CC4,CNc1nccc(-c2c[nH]c3ncccc23)n1,0.95
ClC=1N=C(N=C(C=2C=3C(NC2)=NC=CC3)C1)NC4CCC(NC(=O)CNC)CC4,Nc1nccc(-c2c[nH]c3ncccc23)n1,0.94
ClC=1N=C(N=C(C=2C=3C(NC2)=NC=CC3)C1)NC4CCC(NC(=O)CNC)CC4,CNc1nc(Cl)cc(-c2c[nH]c3ncccc23)n1,0.92
ClC=1N=C(N=C(C=2C=3C(NC2)=NC=CC3)C1)NC4CCC(NC(=O)CNC)CC4,Nc1nc(Cl)cc(-c2c[nH]c3ncccc23)n1,0.99
ClC=1N=C(N=C(C=2C=3C(NC2)=NC=CC3)C1)NC4CCC(NC(=O)CNC)CC4,Clc1cc(-c2c[nH]c3ncccc23)ncn1,0.98
ClC=1N=C(N=C(C=2C=3C(NC2)=NC=CC3)C1)NC4CCC(NC(=O)CNC)CC4,CNC1CCC(Nc2nccc(-c3cc[nH]c3)n2)CC1,0.7
ClC=1N=C(N=C(C=2C=3C(NC2)=NC=CC3)C1)NC4CCC(NC(=O)CNC)CC4,NC1CCC(Nc2nccc(-c3cc[nH]c3)n2)CC1,0.74
ClC=1N=C(N=C(C=2C=3C(NC2)=NC=CC3)C1)NC4CCC(NC(=O)CNC)CC4,c1cc(-c2cc[nH]c2)nc(NC2CCCCC2)n1,0.66
C12=C(C=3C=C(C(F)(F)F)C=CC3N1)CC(=O)NC4=C2C=C(C=C4)I,Cc1ccc2[nH]c3c(c2c1)CC(=O)Nc1ccccc1-3,0.95
C12=C(C=3C=C(C(F)(F)F)C=CC3N1)CC(=O)NC4=C2C=C(C=C4)I,O=C1Cc2c([nH]c3ccccc23)-c2ccccc2N1,0.96
C12=C(C=3C=C(C(F)(F)F)C=CC3N1)CC(=O)NC4=C2C=C(C=C4)I,O=C1Cc2c([nH]c3ccccc23)-c2cc(I)ccc2N1,0.97
C=1(C=C(C=2C(C=C(OC2C1C3C(CN(CC3)C)O)C=4C=CC=CC4Cl)=O)O)O,O=c1cc(-c2ccccc2Cl)oc2cc(O)cc(O)c12,0.72
C=1(C=C(C=2C(C=C(OC2C1C3C(CN(CC3)C)O)C=4C=CC=CC4Cl)=O)O)O,O=c1cc(-c2ccccc2Cl)oc2cccc(O)c12,0.52
C=12C(=C(C=C(C1C(C=C(C3=C(Cl)C=CC=C3)O2)=O)O)O)[C@H]4CCN(C[C@H]4O)C,O=c1cc(-c2ccccc2Cl)oc2cccc(O)c12,0.52
C=12C(=C(C=C(C1C(C=C(C3=C(Cl)C=CC=C3)O2)=O)O)O)[C@H]4CCN(C[C@H]4O)C,O=c1cc(-c2ccccc2Cl)oc2cc(O)cc(O)c12,0.72
S1C(=O)N(CC(N2CCCCC2)=O)C(=O)N1CC(=O)OCC,CCn1sc(=O)n(CCN2CCCCC2)c1=O,0.52
S1C(=O)N(CC(N2CCCCC2)=O)C(=O)N1CC(=O)OCC,CCOC(=O)Cn1sc(=O)n(CC=O)c1=O,0.5
C=1(S/C(/C(N1)=O)=C\C2=CC=C(O2)C3=CC=C(C=C3)S(NCCN(C)C)(=O)=O)N,NC1=NC(=O)/C(=C/c2ccc(-c3ccc(S)cc3)o2)S1,0.75
C=1(S/C(/C(N1)=O)=C\C2=CC=C(O2)C3=CC=C(C=C3)S(NCCN(C)C)(=O)=O)N,NC1=NC(=O)/C(=C/c2ccc(-c3ccccc3)o2)S1,0.52
N1N=C(C(N=NC=2C=CC(=CC2)Cl)=C1C=3C=C(C=CC3)OC)O,Oc1n[nH]c(-c2ccccc2)c1N=Nc1ccccc1,0.57
BrC=1N=C2C(NC(C=3C=4C(N(C3)C)=CC=CC4)=C2)=NC1,Cn1cc(-c2cc3nccnc3[nH]2)c2ccccc21,0.8
BrC=1N=C2C(NC(C=3C=4C(N(C3)C)=CC=CC4)=C2)=NC1,Cn1ccc(-c2cc3nc(Br)cnc3[nH]2)c1,0.53
C1=CC(NC=2OC(=NN2)C=3C=CC(=CC3)C#N)=CC=C1OC,COc1ccc(Nc2nnc(-c3ccccc3)o2)cc1,0.82
C1=CC(NC=2OC(=NN2)C=3C=CC(=CC3)C#N)=CC=C1OC,Oc1ccc(Nc2nnc(-c3ccccc3)o2)cc1,0.73
C1=CC(NC=2OC(=NN2)C=3C=CC(=CC3)C#N)=CC=C1OC,c1ccc(Nc2nnc(-c3ccccc3)o2)cc1,0.89
C1=CC(NC=2OC(=NN2)C=3C=CC(=CC3)C#N)=CC=C1OC,N#Cc1ccc(-c2nnc(Nc3ccccc3)o2)cc1,0.9
C1=CC(NC=2OC(=NN2)C=3C=CC(=CC3)C#N)=CC=C1OC,Cc1ccc(-c2nnc(Nc3ccccc3)o2)cc1,0.91
C1=CC(NC=2OC(=NN2)C=3C=CC(=CC3)C#N)=CC=C1OC,Cc1ccc(-c2nnc(Nc3ccc(O)cc3)o2)cc1,0.81
CCN1C(=NC2=C(N=CC(OC[C@@H]3CCCN3)=C12)C#CC(C)(C)O)C4=NON=C4N,CCC#Cc1nccc2c1nc(-c1nonc1N)n2C,0.55
CCN1C(=NC2=C(N=CC(OC[C@@H]3CCCN3)=C12)C#CC(C)(C)O)C4=NON=C4N,CC#Cc1nccc2c1nc(-c1nonc1N)n2C,0.61
CCN1C(=NC2=C(N=CC(OC[C@@H]3CCCN3)=C12)C#CC(C)(C)O)C4=NON=C4N,C#Cc1nccc2c1nc(-c1nonc1N)n2C,0.58
CCN1C(=NC2=C(N=CC(OC[C@@H]3CCCN3)=C12)C#CC(C)(C)O)C4=NON=C4N,Cc1nccc2c1nc(-c1nonc1N)n2C,0.55
CCN1C(=NC2=C(N=CC(OC[C@@H]3CCCN3)=C12)C#CC(C)(C)O)C4=NON=C4N,Cn1c(-c2nonc2N)nc2cnccc21,0.91
CCN1C(=NC2=C(N=CC(OC[C@@H]3CCCN3)=C12)C#CC(C)(C)O)C4=NON=C4N,Cn1c(-c2nonc2N)nc2c(C#CCO)nccc21,0.52
CCN1C(=NC2=C(N=CC(OC[C@@H]3CCCN3)=C12)C#CC(C)(C)O)C4=NON=C4N,[CH]COc1cncc2nc(-c3nonc3N)n(CC)c12,0.7
CCN1C(=NC2=C(N=CC(OC[C@@H]3CCCN3)=C12)C#CC(C)(C)O)C4=NON=C4N,CCn1c(-c2nonc2N)nc2cncc(OC)c21,0.74
CCN1C(=NC2=C(N=CC(OC[C@@H]3CCCN3)=C12)C#CC(C)(C)O)C4=NON=C4N,CCn1c(-c2nonc2N)nc2cncc(O)c21,0.72
CCN1C(=NC2=C(N=CC(OC[C@@H]3CCCN3)=C12)C#CC(C)(C)O)C4=NON=C4N,CCn1c(-c2nonc2N)nc2cnccc21,0.86
CCN1C(=NC2=C(N=CC(OC[C@@H]3CCCN3)=C12)C#CC(C)(C)O)C4=NON=C4N,CCn1c(-c2nonc2N)nc2c(C)ncc(OC)c21,0.58
CCN1C(=NC2=C(N=CC(OC[C@@H]3CCCN3)=C12)C#CC(C)(C)O)C4=NON=C4N,CCn1c(-c2nonc2N)nc2c(C)ncc(O)c21,0.62
CCN1C(=NC2=C(N=CC(OC[C@@H]3CCCN3)=C12)C#CC(C)(C)O)C4=NON=C4N,CCn1c(-c2nonc2N)nc2c(C)nccc21,0.61
CCN1C(=NC2=C(N=CC(OC[C@@H]3CCCN3)=C12)C#CC(C)(C)O)C4=NON=C4N,[CH]COc1cncc2nc(-c3nonc3N)n(C)c12,0.54
CCN1C(=NC2=C(N=CC(OC[C@@H]3CCCN3)=C12)C#CC(C)(C)O)C4=NON=C4N,COc1cncc2nc(-c3nonc3N)n(C)c12,0.62
CCN1C(=NC2=C(N=CC(OC[C@@H]3CCCN3)=C12)C#CC(C)(C)O)C4=NON=C4N,Cn1c(-c2nonc2N)nc2cncc(O)c21,0.59
CCN1C(=NC2=C(N=CC(OC[C@@H]3CCCN3)=C12)C#CC(C)(C)O)C4=NON=C4N,CC#Cc1ncc(O)c2c1nc(-c1nonc1N)n2C,0.53
CCN1C(=NC2=C(N=CC(OC[C@@H]3CCCN3)=C12)C#CC(C)(C)O)C4=NON=C4N,C#Cc1ncc(O)c2c1nc(-c1nonc1N)n2C,0.5
CCN1C(=NC2=C(N=CC(OC[C@@H]3CCCN3)=C12)C#CC(C)(C)O)C4=NON=C4N,CC#Cc1nccc2c1nc(-c1nonc1N)n2CC,0.68
CCN1C(=NC2=C(N=CC(OC[C@@H]3CCCN3)=C12)C#CC(C)(C)O)C4=NON=C4N,C#Cc1nccc2c1nc(-c1nonc1N)n2CC,0.64
CCN1C(=NC2=C(N=CC(OC[C@@H]3CCCN3)=C12)C#CC(C)(C)O)C4=NON=C4N,C#Cc1ncc(O)c2c1nc(-c1nonc1N)n2CC,0.64
N1=C(/C(=N/NC2=CC(=CC=C2)OC)/C(N1)=O)C=3C=C(C=CC3)OC,O=C1NN=C(c2ccccc2)/C1=N/Nc1ccccc1,0.96
O=S(=O)(N)C1=CC=C(C=C1)C=2OC(=CC2)/C=C/3\SC(N)=NC3=O,NC1=NC(=O)/C(=C/c2ccc(-c3ccc(S)cc3)o2)S1,0.75
O=S(=O)(N)C1=CC=C(C=C1)C=2OC(=CC2)/C=C/3\SC(N)=NC3=O,NC1=NC(=O)/C(=C/c2ccc(-c3ccccc3)o2)S1,0.52
C1(C(C(=O)NC1=O)=NC=2C=CC=CC2)C3=CC=C(C=C3)Cl,O=C1NC(=O)C(c2ccccc2)C1=Nc1ccccc1,0.97
C1(=C(C(NC1=O)=O)C2=COC3=C2C=CC=C3)C=4C5=C(N(C4)CCN)C=CC(=C5)F,CCn1ccc(C2=C(c3ccoc3)C(=O)NC2=O)c1,0.57
C1(=C(C(NC1=O)=O)C2=COC3=C2C=CC=C3)C=4C5=C(N(C4)CCN)C=CC(=C5)F,Cn1ccc(C2=C(c3ccoc3)C(=O)NC2=O)c1,0.6
C1(=C(C(NC1=O)=O)C2=COC3=C2C=CC=C3)C=4C5=C(N(C4)CCN)C=CC(=C5)F,NCCn1ccc(C2=C(c3ccoc3)C(=O)NC2=O)c1,0.6
ClC=1C(C=2C=C3NC=4C(NC(=O)C3=CC2)=CC=CC4)=CC=NC1,O=C1NC=CNc2cc(-c3ccncc3)ccc21,0.74
ClC=1C(C=2C=C3NC=4C(NC(=O)C3=CC2)=CC=CC4)=CC=NC1,C1=CNc2cc(-c3ccncc3)ccc2CN1,0.53
ClC=1C(C=2C=C3NC=4C(NC(=O)C3=CC2)=CC=CC4)=CC=NC1,O=C1NC=CNc2cc(-c3ccncc3Cl)ccc21,0.56
C1(=C(C(=O)NC1=O)SC2=CC=CC=C2)C=3C4=C(C=CC=C4)N(C)C3,Cn1ccc(C2=C(Sc3ccccc3)C(=O)NC2=O)c1,0.63
OC=1C=CC(=CC1)C2=NC3=NC=CNC3=C2CCCC,CCCc1c(-c2ccc(O)cc2)nc2ncc[nH]c1-2,0.96
OC=1C=CC(=CC1)C2=NC3=NC=CNC3=C2CCCC,CCc1c(-c2ccc(O)cc2)nc2ncc[nH]c1-2,0.9
OC=1C=CC(=CC1)C2=NC3=NC=CNC3=C2CCCC,Cc1c(-c2ccc(O)cc2)nc2ncc[nH]c1-2,0.86
OC=1C=CC(=CC1)C2=NC3=NC=CNC3=C2CCCC,Oc1ccc(-c2cc3[nH]ccnc-3n2)cc1,0.55
OC=1C=CC(=CC1)C2=NC3=NC=CNC3=C2CCCC,CCCCc1c(-c2ccccc2)nc2ncc[nH]c1-2,0.59
OC=1C=CC(=CC1)C2=NC3=NC=CNC3=C2CCCC,CCCc1c(-c2ccccc2)nc2ncc[nH]c1-2,0.57
OC=1C=CC(=CC1)C2=NC3=NC=CNC3=C2CCCC,CCc1c(-c2ccccc2)nc2ncc[nH]c1-2,0.5
FC1=CC(NC2=NC(NCCCN3CCOCC3)=NC(N)=C2N(=O)=O)=CC=C1,CCNc1nc(N)c([N+](=O)[O-])c(Nc2ccccc2)n1,0.84
FC1=CC(NC2=NC(NCCCN3CCOCC3)=NC(N)=C2N(=O)=O)=CC=C1,CNc1nc(N)c([N+](=O)[O-])c(Nc2ccccc2)n1,0.73
FC1=CC(NC2=NC(NCCCN3CCOCC3)=NC(N)=C2N(=O)=O)=CC=C1,CNc1ncc([N+](=O)[O-])c(Nc2ccccc2)n1,0.53
FC1=CC(NC2=NC(NCCCN3CCOCC3)=NC(N)=C2N(=O)=O)=CC=C1,CNc1ncc([NH3+])c(Nc2ccccc2)n1,0.51
FC1=CC(NC2=NC(NCCCN3CCOCC3)=NC(N)=C2N(=O)=O)=CC=C1,CNc1nc(N)c([N+](=O)[O-])c(Nc2cccc(F)c2)n1,0.59
